brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,price,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,target_log_price,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Lexus,RX 330,2004,Кроссовер,бензин,3.3,300000,Автомат,Полный привод,1,1,15,8200000,2003.0,2006.0,0.0,2.0,0.0,1.0,3.0,0,15.919644834185693,1,Шымкент,Туркестанская область,tier_2,1,0,22,0,0,1,20_plus,0,серый,1,12.611541086966115,13636.363636363636,9.520568630924599,0,0,1,suv_like,2.772588722239781,0,1,Lexus__RX 330
Lexus,GS 300,2005,Седан,бензин,3.0,280000,Автомат,Полный привод,1,1,7,5700000,2004.0,2007.0,0.0,3.0,0.0,1.0,3.0,0,15.555976908243359,1,Астана,Акмолинская область,tier_1,1,0,21,0,0,1,20_plus,0,серебристый,1,12.54254845357358,13333.333333333334,9.498097441615604,0,0,1,sedan_like,2.0794415416798357,0,0,Lexus__GS 300
Lexus,GS 300,2000,Седан,бензин,3.0,300000,Автомат,Задний привод,1,1,16,3500000,2000.0,2004.0,0.0,2.0,1.0,0.0,4.0,0,15.068273812173887,1,Алматы,Алматинская область,tier_1,1,0,26,0,0,1,20_plus,1,серебристый,1,12.611541086966115,11538.461538461539,9.353527878528185,0,0,1,sedan_like,2.833213344056216,0,1,Lexus__GS 300
Toyota,Land Cruiser Prado,2017,Внедорожник,дизель,3.0,115000,Автомат,Полный привод,1,1,8,16500000,2013.0,2017.0,0.0,0.0,1.0,4.0,4.0,1,16.61887099947687,0,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,0,белый,1,11.652696102959753,12777.777777777777,9.455541087816512,0,0,1,suv_like,2.1972245773362196,0,0,Toyota__Land Cruiser Prado
Mercedes-Benz,CLA 200,2014,Седан,бензин,1.6,116653,Робот,Передний привод,1,1,7,11500000,2013.0,2016.0,0.0,0.0,0.0,1.0,3.0,1,16.257857680289998,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,белый,1,11.666967567474611,9721.083333333334,9.182155209193159,0,0,1,sedan_like,2.0794415416798357,0,0,Mercedes-Benz__CLA 200
Audi,A6,1997,Седан,бензин,2.6,123456,Механика,Передний привод,1,1,27,3250000,1994.0,1997.0,0.0,0.0,0.0,3.0,3.0,1,14.99416586199818,1,Астана,Акмолинская область,tier_1,1,0,29,0,0,1,20_plus,1,черный,1,11.723648196284437,4257.103448275862,8.356579140197258,1,0,0,sedan_like,3.332204510175204,0,1,Audi__A6
Audi,A6,1994,Универсал,бензин,2.6,221265,Механика,Передний привод,1,1,28,3890000,1994.0,1997.0,0.0,0.0,0.0,0.0,3.0,1,15.173919972664004,1,Караганда,Карагандинская область,regional_center,0,0,32,0,0,1,20_plus,0,unknown,0,12.307120876639653,6914.53125,8.841525066889055,0,0,0,compact_wagon,3.367295829986474,0,1,Audi__A6
Mercedes-Benz,E 350,2020,Седан,бензин,2.0,62000,Автомат,Полный привод,1,1,30,26000000,2020.0,2026.0,1.0,0.0,1.0,0.0,6.0,1,17.073607134447293,1,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,1,серый,1,11.034905792929415,10333.333333333334,9.243226964310402,0,0,1,sedan_like,3.4339872044851463,0,1,Mercedes-Benz__E 350
Chevrolet,Cobalt,2022,Седан,бензин,1.5,120000,Автомат,Передний привод,1,1,8,5000000,2020.0,2026.0,1.0,2.0,1.0,2.0,6.0,0,15.424948670398354,0,Караганда,Карагандинская область,regional_center,0,0,4,0,0,0,4_7,0,черный,1,11.695255355062795,30000.0,10.308985993422082,0,1,1,sedan_like,2.1972245773362196,0,0,Chevrolet__Cobalt
Mercedes-Benz,E 300,2018,Седан,бензин,2.0,186000,Автомат,Полный привод,1,1,13,16500000,2016.0,2020.0,0.0,0.0,0.0,2.0,4.0,1,16.61887099947687,1,Алматы,Алматинская область,tier_1,1,0,8,0,0,0,8_12,0,unknown,0,12.133507329024972,23250.0,10.054103420843255,0,0,1,sedan_like,2.639057329615259,0,0,Mercedes-Benz__E 300
Toyota,Land Cruiser,2021,Внедорожник,бензин,3.5,50000,Автомат,Полный привод,1,1,11,46000000,2021.0,2026.0,1.0,0.0,0.0,0.0,5.0,1,17.6441519761925,0,Шымкент,Туркестанская область,tier_2,1,0,5,0,0,0,4_7,0,unknown,0,10.819798284210286,10000.0,9.210440366976517,0,0,1,suv_like,2.4849066497880004,0,0,Toyota__Land Cruiser
Hyundai,Elantra,2018,Седан,бензин,2.0,112000,Автомат,Передний привод,1,1,19,8600000,2015.0,2020.0,0.0,6.0,0.0,3.0,5.0,0,15.967272877502799,0,Актобе,Актюбинская область,regional_center,0,0,8,0,0,0,8_12,1,серый,1,11.626263078808801,14000.0,9.546884034617925,0,0,1,sedan_like,2.995732273553991,0,1,Hyundai__Elantra
Mercedes-Benz,G 63 AMG,2013,Внедорожник,бензин,5.5,140000,Автомат,Полный привод,1,1,5,34000000,2012.0,2015.0,0.0,0.0,1.0,1.0,3.0,1,17.341871111992198,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,1,черный,1,11.849404844423074,10769.23076923077,9.284541196961804,0,0,1,suv_like,1.791759469228055,0,0,Mercedes-Benz__G 63 AMG
Hyundai,Tucson,2021,Кроссовер,бензин,2.0,110000,Автомат,Полный привод,1,1,8,10250000,2018.0,2021.0,0.0,3.0,1.0,3.0,3.0,0,16.142788361109663,0,Павлодар,Павлодарская область,regional_center,0,0,5,0,0,0,4_7,0,черный,1,11.608244735642321,22000.0,9.99884318585288,0,0,1,suv_like,2.1972245773362196,0,0,Hyundai__Tucson
Kia,Sportage,2018,Кроссовер,бензин,2.0,130000,Автомат,Передний привод,1,1,7,8600000,2018.0,2026.0,1.0,4.0,1.0,0.0,8.0,0,15.967272877502799,0,Актобе,Актюбинская область,regional_center,0,0,8,0,0,0,8_12,1,белый,1,11.775297421715827,16250.0,9.69590972432601,0,0,1,suv_like,2.0794415416798357,0,0,Kia__Sportage
Toyota,FJ Cruiser,2007,Внедорожник,бензин,4.0,245000,Автомат,Полный привод,1,1,13,14700000,2006.0,2026.0,1.0,1.0,0.0,1.0,20.0,0,16.503358119776173,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,19,0,0,1,13_20,1,жёлтый,1,12.409017571151187,12894.736842105263,9.464652058373908,0,0,1,suv_like,2.639057329615259,0,0,Toyota__FJ Cruiser
Mercedes-Benz,E 240,1999,Седан,бензин,2.4,442580,Механика,Задний привод,1,1,5,2700000,1999.0,2002.0,0.0,0.0,1.0,0.0,3.0,1,14.80876270134486,1,Тараз,Жамбылская область,regional_center,0,0,27,0,0,1,20_plus,1,серебристый,1,13.000378777525817,16391.85185185185,9.704600656104576,0,0,0,sedan_like,1.791759469228055,0,0,Mercedes-Benz__E 240
BMW,540,2017,Седан,бензин,3.0,130000,Автомат,Задний привод,1,1,34,15500000,2016.0,2020.0,0.0,0.0,0.0,1.0,4.0,1,16.5563506464056,1,Шымкент,Туркестанская область,tier_2,1,0,9,0,0,0,8_12,0,серый,1,11.775297421715827,14444.444444444445,9.578134380474392,0,0,1,sedan_like,3.5553480614894135,0,1,BMW__540
Chevrolet,Cobalt,2025,Седан,бензин,1.5,18000,Автомат,Передний привод,1,1,12,6300000,2020.0,2026.0,1.0,2.0,1.0,5.0,6.0,0,15.656060350091908,0,Астана,Акмолинская область,tier_1,1,0,1,1,1,0,0_1,0,unknown,0,9.798182590890704,18000.0,9.798182590890704,0,0,1,sedan_like,2.5649493574615367,0,0,Chevrolet__Cobalt
Kia,Sorento,2022,Кроссовер,бензин,2.5,38000,Автомат,Передний привод,1,1,10,16600000,2020.0,2026.0,1.0,4.0,0.0,2.0,6.0,0,16.624913313567735,0,Уральск,Западно-Казахстанская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,10.545367754151743,9500.0,9.15915233520675,0,0,1,suv_like,2.3978952727983707,0,0,Kia__Sorento
Lexus,ES 350,2007,Седан,бензин,3.5,284616,Автомат,Передний привод,1,1,8,7500000,2006.0,2009.0,0.0,5.0,0.0,1.0,3.0,0,15.830413711839864,1,Алматы,Алматинская область,tier_1,1,0,19,0,0,1,13_20,1,серебристый,1,12.558899695812485,14979.78947368421,9.614523957530595,0,0,1,sedan_like,2.1972245773362196,0,0,Lexus__ES 350
Kia,Ray,2023,Минивэн,бензин,1.0,10000,Автомат,Передний привод,1,1,33,7500000,2011.0,2026.0,1.0,1.0,0.0,12.0,15.0,0,15.830413711839864,0,Шымкент,Туркестанская область,tier_2,1,0,3,0,1,0,2_3,0,белый,1,9.210440366976517,3333.3333333333335,8.11202803831707,1,0,1,van_like,3.5263605246161616,0,1,Kia__Ray
Audi,A6,1996,Седан,бензин,2.6,111111,Механика,Передний привод,1,1,9,3390000,1994.0,1997.0,0.0,0.0,0.0,2.0,3.0,1,15.03634077434184,1,Шымкент,Туркестанская область,tier_2,1,0,30,0,0,1,20_plus,0,unknown,0,11.618293980596055,3703.7,8.217357562791886,1,0,0,sedan_like,2.302585092994046,0,0,Audi__A6
Audi,100,1991,Седан,бензин,2.0,400000,Механика,Передний привод,1,1,5,2250000,1990.0,1994.0,0.0,4.0,0.0,1.0,4.0,0,14.626441218624949,1,Астана,Акмолинская область,tier_1,1,0,35,0,0,1,20_plus,1,серый,1,12.899222326086994,11428.57142857143,9.343959260772804,0,0,0,sedan_like,1.791759469228055,0,0,Audi__100
Mercedes-Benz,ML 350,2006,Внедорожник,бензин,3.5,95000,Автомат,Полный привод,1,1,13,7200000,2005.0,2008.0,0.0,0.0,0.0,1.0,3.0,1,15.789591722875162,1,Алматы,Алматинская область,tier_1,1,0,20,0,0,1,13_20,1,бронза,1,11.461642696843066,4750.0,8.46611040118692,1,0,1,suv_like,2.639057329615259,0,0,Mercedes-Benz__ML 350
Mercedes-Benz,C 280,1997,Седан,бензин,2.8,289000,Автомат,Задний привод,1,1,11,2400000,1997.0,2001.0,0.0,0.0,1.0,0.0,4.0,1,14.690979711984754,1,Кызылорда,Кызылординская область,regional_center,0,0,29,0,0,1,20_plus,1,синий,1,12.574185427296195,9965.51724137931,9.206986478094532,0,0,1,sedan_like,2.4849066497880004,0,0,Mercedes-Benz__C 280
BMW,528,2014,Седан,бензин,2.0,176000,Автомат,Задний привод,1,1,17,9800000,2013.0,2017.0,0.0,0.0,1.0,1.0,4.0,1,16.097893045681612,1,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,1,серый,1,12.07824495582233,14666.666666666666,9.593400803726196,0,0,1,sedan_like,2.8903717578961645,0,1,BMW__528
Hyundai,Tucson,2023,Кроссовер,бензин,2.5,41000,Автомат,Полный привод,1,1,9,13500000,2020.0,2026.0,1.0,4.0,0.0,3.0,6.0,0,16.41820031748273,0,Сарыагаш,Туркестанская область,other_city,0,0,3,0,1,0,2_3,0,коричневый,1,10.62135173563291,13666.666666666666,9.522788225073196,0,0,1,suv_like,2.302585092994046,0,0,Hyundai__Tucson
Lexus,GS 350,2013,Седан,бензин,3.5,235000,Автомат,Полный привод,1,1,6,10800000,2011.0,2015.0,0.0,4.0,0.0,2.0,4.0,0,16.195056784687036,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,unknown,0,12.367345048436391,18076.923076923078,9.802446753283649,0,0,1,sedan_like,1.9459101490553132,0,0,Lexus__GS 350
Lexus,LX 570,2017,Внедорожник,бензин,5.7,170000,Автомат,Полный привод,1,1,13,38200000,2015.0,2026.0,1.0,3.0,1.0,2.0,11.0,0,17.458346099754813,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,0,белый,1,12.04355959836804,18888.88888888889,9.846382078471315,0,0,1,suv_like,2.639057329615259,0,0,Lexus__LX 570
Audi,A6,1999,Седан,бензин,2.4,450000,Автомат,Передний привод,1,1,17,2800000,1997.0,2001.0,0.0,0.0,0.0,2.0,4.0,1,14.845130332288226,1,Туркестан,Туркестанская область,regional_center,0,0,27,0,0,1,20_plus,1,серебристый,1,13.017005083966255,16666.666666666668,9.721225993942246,0,0,1,sedan_like,2.8903717578961645,0,1,Audi__A6
Mercedes-Benz,E 320,1996,Седан,бензин,3.2,315000,Автомат,Задний привод,1,1,0,4000000,1995.0,1999.0,0.0,0.0,0.0,1.0,4.0,1,15.201805169084134,1,Кордай,Жамбылская область,other_city,0,0,30,0,0,1,20_plus,0,серебристый,1,12.660331092405906,10500.0,9.259225769705994,0,0,1,sedan_like,0.0,1,0,Mercedes-Benz__E 320
BMW,728,1998,Седан,бензин,2.8,200000,Автомат,Задний привод,1,1,4,3000000,1994.0,1998.0,0.0,0.0,0.0,4.0,4.0,1,14.914123179965662,1,Кокшетау,Акмолинская область,regional_center,0,0,28,0,0,1,20_plus,0,unknown,0,12.206077645517674,7142.857142857143,8.874008125555884,0,0,1,sedan_like,1.6094379124341003,0,0,BMW__728
Chevrolet,Nexia,2020,Седан,бензин,1.5,236000,Автомат,Передний привод,1,1,6,3200000,2020.0,2026.0,1.0,1.0,0.0,0.0,6.0,0,14.978661680269907,0,Павлодар,Павлодарская область,regional_center,0,0,6,0,0,0,4_7,0,unknown,0,12.371591321286905,39333.333333333336,10.579853038185329,0,1,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Nexia
Mercedes-Benz,GLE Coupe 63 AMG,2016,Кроссовер,бензин,5.5,107000,Автомат,Полный привод,1,1,24,25500000,2015.0,2019.0,0.0,0.0,0.0,1.0,4.0,1,17.05418904934434,1,Алматы,Алматинская область,tier_1,1,0,10,0,0,0,8_12,1,белый,1,11.580593459194764,10700.0,9.278092474027002,0,0,1,suv_like,3.2188758248682006,0,1,Mercedes-Benz__GLE Coupe 63 AMG
Mercedes-Benz,Vito,2023,Минивэн,дизель,2.1,70077,Автомат,Задний привод,1,1,28,20495000,2014.0,2026.0,1.0,0.0,0.0,9.0,12.0,1,16.835691560712963,1,Караганда,Карагандинская область,regional_center,0,0,3,0,1,0,2_3,0,синий,1,11.157364186390248,23359.0,10.058780436942163,0,0,1,van_like,3.367295829986474,0,1,Mercedes-Benz__Vito
Mercedes-Benz,GLS 400,2017,Внедорожник,бензин,3.0,250000,Автомат,Полный привод,1,1,12,14800000,2015.0,2019.0,0.0,0.0,0.0,2.0,4.0,1,16.51013780630191,1,Караганда,Карагандинская область,regional_center,0,0,9,0,0,0,8_12,0,unknown,0,12.429220196836383,27777.777777777777,10.23202761886018,0,0,1,suv_like,2.5649493574615367,0,0,Mercedes-Benz__GLS 400
Audi,A6,2012,Седан,бензин,2.0,212030,Вариатор,Передний привод,1,1,11,6300000,2011.0,2014.0,0.0,0.0,0.0,1.0,3.0,1,15.656060350091908,1,Астана,Акмолинская область,tier_1,1,0,14,0,0,0,13_20,0,бронза,1,12.264487769379203,15145.0,9.625491749673769,0,0,1,sedan_like,2.4849066497880004,0,0,Audi__A6
Audi,A6,1994,Седан,бензин,2.6,555750,Механика,Передний привод,1,1,6,2500000,1994.0,1997.0,0.0,0.0,0.0,0.0,3.0,1,14.731801689838349,1,Тараз,Жамбылская область,regional_center,0,0,32,0,0,1,20_plus,1,серебристый,1,13.228075631195045,17367.1875,9.762395507216114,0,0,0,sedan_like,1.9459101490553132,0,0,Audi__A6
Chevrolet,Cobalt,2025,Седан,бензин,1.5,7000,Автомат,Передний привод,1,1,6,7650000,2020.0,2026.0,1.0,2.0,1.0,5.0,6.0,0,15.850216336521664,0,Шолаккорган,Туркестанская область,other_city,0,0,1,1,1,0,0_1,1,белый,1,8.853808274977197,7000.0,8.853808274977197,0,0,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Cobalt
Lexus,RX 300,1999,Кроссовер,бензин,3.0,735,Автомат,Полный привод,1,1,5,5000000,1997.0,2003.0,0.0,1.0,0.0,2.0,6.0,0,15.424948670398354,1,Шымкент,Туркестанская область,tier_2,1,0,27,0,0,1,20_plus,0,черный,1,6.601230118728877,27.22222222222222,3.340109689682317,1,0,1,suv_like,1.791759469228055,0,0,Lexus__RX 300
Hyundai,Sonata,2013,Седан,бензин,2.4,482400,Автомат,Передний привод,1,1,10,5300000,2009.0,2014.0,0.0,6.0,0.0,4.0,5.0,0,15.483217567201578,0,Талдыкорган,Жетысуская область,regional_center,0,0,13,0,0,0,13_20,0,unknown,0,13.086530997361455,37107.692307692305,10.521606515160851,0,1,1,sedan_like,2.3978952727983707,0,0,Hyundai__Sonata
Audi,A5,2022,Купе,бензин,2.0,25000,Робот,Полный привод,1,1,31,25500000,2016.0,2026.0,1.0,2.0,0.0,6.0,10.0,0,17.05418904934434,1,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,1,черный,1,10.12667110305036,6250.0,8.740496729931813,0,0,1,sport_open,3.4657359027997265,0,1,Audi__A5
Lexus,RX 200t,2017,Кроссовер,бензин,2.0,105000,Автомат,Полный привод,1,1,7,17800000,2015.0,2019.0,0.0,4.0,0.0,2.0,4.0,0,16.694709071442087,1,Костанай,Костанайская область,regional_center,0,0,9,0,0,0,8_12,1,черный,1,11.561725152903833,11666.666666666666,9.364576762415895,0,0,1,suv_like,2.0794415416798357,0,0,Lexus__RX 200t
Toyota,Land Cruiser Prado,2007,Внедорожник,бензин,4.0,278000,Автомат,Полный привод,1,1,18,14000000,2002.0,2009.0,0.0,0.0,0.0,5.0,7.0,1,16.454567959008102,0,Актау,Мангистауская область,regional_center,0,0,19,0,0,1,13_20,1,бежевый,1,12.535379989788607,14631.578947368422,9.59100575649464,0,0,1,suv_like,2.9444389791664403,0,1,Toyota__Land Cruiser Prado
BMW,520,1994,Седан,бензин,2.0,222222,Автомат,Задний привод,1,1,12,2700000,1988.0,1996.0,0.0,0.0,0.0,6.0,8.0,1,14.80876270134486,1,Шымкент,Туркестанская область,tier_2,1,0,32,0,0,1,20_plus,1,серебристый,1,12.311436661181874,6944.4375,8.845840248164748,0,0,1,sedan_like,2.5649493574615367,0,0,BMW__520
BMW,520,1993,Седан,бензин,2.0,300000,Механика,Задний привод,1,1,3,2500000,1988.0,1996.0,0.0,0.0,0.0,5.0,8.0,1,14.731801689838349,1,Экибастуз,Павлодарская область,other_city,0,0,33,0,0,1,20_plus,1,серый,1,12.611541086966115,9090.90909090909,9.115140186122302,0,0,0,sedan_like,1.3862943611198906,1,0,BMW__520
BMW,728,1998,Седан,бензин,2.8,350000,Автомат,Задний привод,1,1,7,2444444,1998.0,2001.0,0.0,0.0,1.0,0.0,3.0,1,14.709328661259072,1,Астана,Акмолинская область,tier_1,1,0,28,0,0,1,20_plus,0,unknown,0,12.765691290604371,12500.0,9.433563920090563,0,0,1,sedan_like,2.0794415416798357,0,0,BMW__728
Toyota,Camry,2018,Седан,бензин,2.5,110000,Автомат,Передний привод,1,1,9,13900000,2017.0,2021.0,0.0,0.0,0.0,1.0,4.0,1,16.447399470043365,0,Павлодар,Павлодарская область,regional_center,0,0,8,0,0,0,8_12,1,белый,1,11.608244735642321,13750.0,9.528866827722945,0,0,1,sedan_like,2.302585092994046,0,0,Toyota__Camry
Hyundai,Accent,2015,Седан,бензин,1.6,170000,Автомат,Передний привод,1,1,24,5200000,2010.0,2017.0,0.0,4.0,0.0,5.0,7.0,0,15.46416937585933,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,серебристый,1,12.04355959836804,15454.545454545454,9.645723147023046,0,0,1,sedan_like,3.2188758248682006,0,1,Hyundai__Accent
Audi,A4,1999,Седан,бензин,1.8,223789,Механика,Передний привод,1,1,37,2340000,1994.0,1999.0,0.0,0.0,0.0,5.0,5.0,1,14.66566191468422,1,Степногорск,Акмолинская область,other_city,0,0,27,0,0,1,20_plus,1,бордовый,1,12.3184633911092,8288.481481481482,9.022742698704105,0,0,0,sedan_like,3.6375861597263857,0,1,Audi__A4
Kia,Cerato,2022,Седан,бензин,2.0,55000,Автомат,Передний привод,1,1,14,10700000,2021.0,2026.0,1.0,4.0,1.0,1.0,5.0,0,16.185754392890075,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,серый,1,10.915106645867503,13750.0,9.528866827722945,0,0,1,sedan_like,2.70805020110221,0,0,Kia__Cerato
Kia,Seltos,2023,Кроссовер,бензин,1.5,34000,Вариатор,Передний привод,1,1,10,9699000,2022.0,2026.0,1.0,1.0,1.0,1.0,4.0,0,16.087533448479086,0,Караганда,Карагандинская область,regional_center,0,0,3,0,1,0,2_3,0,белый,1,10.434145214930487,11333.333333333334,9.335591746331803,0,0,1,suv_like,2.3978952727983707,0,0,Kia__Seltos
BMW,X6,2017,Кроссовер,дизель,3.0,96000,Автомат,Полный привод,1,1,19,21000000,2014.0,2019.0,0.0,0.0,0.0,3.0,5.0,1,16.860033043306743,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,1,вишня,1,11.472113887062386,10666.666666666666,9.274972638719497,0,0,1,suv_like,2.995732273553991,0,1,BMW__X6
Mercedes-Benz,CLS 350,2005,Седан,бензин,3.5,90000,Автомат,Задний привод,1,1,8,6500000,2004.0,2008.0,0.0,0.0,0.0,1.0,4.0,1,15.687312888712007,1,Шымкент,Туркестанская область,tier_2,1,0,21,0,0,1,20_plus,0,серебристый,1,11.407576060361786,4285.714285714285,8.363275817704324,1,0,1,sedan_like,2.1972245773362196,0,0,Mercedes-Benz__CLS 350
Kia,Seltos,2024,Кроссовер,бензин,1.5,43000,Вариатор,Передний привод,1,1,12,8800000,2022.0,2026.0,1.0,1.0,1.0,2.0,4.0,0,15.990262393084793,0,Алматы,Алматинская область,tier_1,1,0,2,0,1,0,2_3,0,белый,1,10.668978650219241,21500.0,9.975854724662028,0,0,1,suv_like,2.5649493574615367,0,0,Kia__Seltos
Chevrolet,Equinox,2022,Кроссовер,бензин,2.0,26400,Автомат,Полный привод,1,1,11,14000000,2020.0,2026.0,1.0,3.0,1.0,2.0,6.0,0,16.454567959008102,0,Шымкент,Туркестанская область,tier_2,1,0,4,0,0,0,4_7,0,черный,1,10.181157167204903,6600.0,8.79497643168877,0,0,1,suv_like,2.4849066497880004,0,0,Chevrolet__Equinox
Kia,Sorento,2016,Кроссовер,бензин,2.4,120000,Автомат,Полный привод,1,1,7,5300000,2014.0,2017.0,0.0,3.0,0.0,2.0,3.0,0,15.483217567201578,0,Актобе,Актюбинская область,regional_center,0,0,10,0,0,0,8_12,1,черный,1,11.695255355062795,12000.0,9.392745258631441,0,0,1,suv_like,2.0794415416798357,0,0,Kia__Sorento
BMW,730,1995,Седан,бензин,3.0,502000,Автомат,Задний привод,1,1,2,3500000,1994.0,1998.0,0.0,0.0,0.0,1.0,4.0,1,15.068273812173887,1,Алматы,Алматинская область,tier_1,1,0,31,0,0,1,20_plus,1,синий,1,13.126357390703754,16193.548387096775,9.692429945270131,0,0,1,sedan_like,1.0986122886681096,1,0,BMW__730
Hyundai,Elantra,2021,Седан,бензин,1.6,250000,Автомат,Передний привод,1,1,5,6500000,2020.0,2026.0,1.0,7.0,0.0,1.0,6.0,0,15.687312888712007,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,1,серый,1,12.429220196836383,50000.0,10.819798284210286,0,1,1,sedan_like,1.791759469228055,0,0,Hyundai__Elantra
BMW,X5,2018,Кроссовер,бензин,3.0,195000,Автомат,Задний привод,1,1,11,18000000,2013.0,2018.0,0.0,0.0,0.0,5.0,5.0,1,16.705882371415992,1,Шымкент,Туркестанская область,tier_2,1,0,8,0,0,0,8_12,1,белый,1,12.180759965737863,24375.0,10.101354320665545,0,0,1,suv_like,2.4849066497880004,0,0,BMW__X5
Kia,Sorento,2018,Кроссовер,бензин,2.4,141592,Автомат,Полный привод,1,1,22,10900000,2017.0,2020.0,0.0,3.0,1.0,1.0,3.0,0,16.204273438942487,0,Кызылорда,Кызылординская область,regional_center,0,0,8,0,0,0,8_12,1,черный,1,11.860712023991557,17699.0,9.78131991856192,0,0,1,suv_like,3.1354942159291497,0,1,Kia__Sorento
Toyota,Corolla,2014,Седан,бензин,1.6,138000,Автомат,Передний привод,1,1,9,7200000,2012.0,2016.0,0.0,0.0,0.0,2.0,4.0,1,15.789591722875162,0,Актобе,Актюбинская область,regional_center,0,0,12,0,0,0,8_12,1,белый,1,11.835016210489899,11500.0,9.350189267092581,0,0,1,sedan_like,2.302585092994046,0,0,Toyota__Corolla
Chevrolet,Malibu,2016,Седан,бензин,1.5,217000,Автомат,Передний привод,1,1,11,6300000,2015.0,2018.0,0.0,9.0,0.0,1.0,3.0,0,15.656060350091908,0,Талдыкорган,Жетысуская область,regional_center,0,0,10,0,0,0,8_12,0,unknown,0,12.28765724080691,21700.0,9.985113621416073,0,0,1,sedan_like,2.4849066497880004,0,0,Chevrolet__Malibu
BMW,X5,2025,Кроссовер,бензин,3.0,10000,Автомат,Полный привод,1,1,10,58000000,2023.0,2026.0,1.0,0.0,1.0,2.0,3.0,1,17.87595358575207,1,Алматы,Алматинская область,tier_1,1,0,1,1,1,0,0_1,0,unknown,0,9.210440366976517,10000.0,9.210440366976517,0,0,1,suv_like,2.3978952727983707,0,0,BMW__X5
Chevrolet,Cobalt,2019,Седан,бензин,1.5,93000,Механика,Передний привод,1,1,8,4300000,2011.0,2026.0,1.0,2.0,0.0,8.0,15.0,0,15.274125813221904,0,Шымкент,Туркестанская область,tier_2,1,0,7,0,0,0,4_7,0,белый,1,11.440365524765756,13285.714285714286,9.494519889064728,0,0,0,sedan_like,2.1972245773362196,0,0,Chevrolet__Cobalt
Kia,Optima,2015,Седан,бензин,2.0,144810,Автомат,Передний привод,1,1,7,5500000,2013.0,2015.0,0.0,3.0,1.0,2.0,2.0,0,15.520258832020865,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,черный,1,11.883184722899246,13164.545454545454,9.485358503244203,0,0,1,sedan_like,2.0794415416798357,0,0,Kia__Optima
Lexus,LX 470,2004,Внедорожник,бензин,4.7,315000,Автомат,Полный привод,1,1,21,10900000,2002.0,2007.0,0.0,2.0,1.0,2.0,5.0,0,16.204273438942487,1,Шымкент,Туркестанская область,tier_2,1,0,22,0,0,1,20_plus,1,белый,1,12.660331092405906,14318.181818181818,9.569355303280508,0,0,1,suv_like,3.091042453358316,0,1,Lexus__LX 470
Chevrolet,Onix,2023,Седан,бензин,1.2,19700,Автомат,Передний привод,1,1,15,5390000,2019.0,2026.0,1.0,2.0,0.0,4.0,7.0,0,15.50005612841392,0,Астана,Акмолинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,9.888424674859083,6566.666666666667,8.789913898727859,0,0,1,sedan_like,2.772588722239781,0,1,Chevrolet__Onix
Mercedes-Benz,E 280,1998,Седан,бензин,2.8,111111,Автомат,Задний привод,1,1,7,3000000,1995.0,1999.0,0.0,0.0,0.0,3.0,4.0,1,14.914123179965662,1,Алматы,Алматинская область,tier_1,1,0,28,0,0,1,20_plus,0,серебристый,1,11.618293980596055,3968.25,8.28633243895762,1,0,1,sedan_like,2.0794415416798357,0,0,Mercedes-Benz__E 280
Hyundai,Grandeur,2018,Седан,бензин,3.0,150000,Автомат,Передний привод,1,1,17,11200000,2016.0,2019.0,0.0,0.0,0.0,2.0,3.0,1,16.231424425551033,0,Алматы,Алматинская область,tier_1,1,0,8,0,0,0,8_12,0,серый,1,11.918397239722838,18750.0,9.839002363309719,0,0,1,sedan_like,2.8903717578961645,0,1,Hyundai__Grandeur
